sequence_id,char,mouth_target,eye_target,lid_target,emotion,timestamp
1188,测,3,12,1,neutral,3.0
1188,试,3,10,1,neutral,3.3
1188, ,1,11,1,neutral,3.6
1189,接,3,11,1,neutral,0.0
1189,下,1,11,1,neutral,0.3
1189,来,3,11,1,neutral,0.6
1189,我,3,10,1,neutral,0.9
1189,们,1,11,1,neutral,1.2
1189,看,3,11,1,neutral,1.5
1189, ,1,11,1,neutral,1.8
1190,真,5,5,4,surprise,0.0
1190,的,5,5,4,surprise,0.3
1190,吗,4,4,4,surprise,0.6
1190,，,5,5,4,surprise,0.9
1190,好,5,2,4,surprise,1.2
1190,的,4,3,4,surprise,1.5
1190, ,1,11,1,neutral,1.8
1191,快,4,1,4,surprise,0.0
1191,看,5,4,4,surprise,0.3
1191,，,4,3,4,surprise,0.6
1191,接,4,2,4,surprise,0.9
1191,下,4,2,4,surprise,1.2
1191,来,4,5,4,surprise,1.5
1191,我,5,3,4,surprise,1.8
1191,们,4,3,4,surprise,2.1
1191,看,5,2,4,surprise,2.4
1191, ,1,11,1,neutral,2.7
1192,天,5,4,4,surprise,0.0
1192,哪,4,5,4,surprise,0.3
1192, ,1,11,1,neutral,0.6
1193,准,1,11,1,neutral,0.0
1193,备,3,11,1,neutral,0.3
1193,好,2,11,1,neutral,0.6
1193,了,2,10,1,neutral,0.9
1193,吗,3,11,1,neutral,1.2
1193, ,1,11,1,neutral,1.5
1194,情,2,19,3,negative,0.0
1194,况,2,17,2,negative,0.3
1194,不,1,17,2,negative,0.6
1194,太,2,21,3,negative,0.9
1194,好,2,16,3,negative,1.2
1194, ,1,11,1,neutral,1.5
1195,今,3,11,2,positive,0.0
1195,天,5,11,2,positive,0.3
1195,心,3,11,2,positive,0.6
1195,情,5,13,2,positive,0.9
1195,很,5,12,2,positive,1.2
1195,好,3,11,2,positive,1.5
1195, ,1,11,1,neutral,1.8
1196,天,5,5,4,surprise,0.0
1196,哪,5,6,4,surprise,0.3
1196,，,4,1,4,surprise,0.6
1196,机,4,1,4,surprise,0.9
1196,器,5,1,4,surprise,1.2
1196,人,5,2,4,surprise,1.5
1196,正,5,6,4,surprise,1.8
1196,在,5,3,4,surprise,2.1
1196,运,4,5,4,surprise,2.4
1196,行,5,1,4,surprise,2.7
1196, ,1,11,1,neutral,3.0
1197,有,2,19,3,negative,0.0
1197,点,2,20,2,negative,0.3
1197,难,1,19,3,negative,0.6
1197,过,1,21,3,negative,0.9
1197, ,1,11,1,neutral,1.2
1198,太,3,11,1,positive,0.0
1198,棒,5,11,1,positive,0.3
1198,了,3,11,1,positive,0.6
1198,，,3,12,1,positive,0.9
1198,机,5,11,2,positive,1.2
1198,器,3,10,2,positive,1.5
1198,人,4,12,1,positive,1.8
1198,正,5,11,2,positive,2.1
1198,在,3,10,1,positive,2.4
1198,运,4,12,2,positive,2.7
1198,行,4,10,2,positive,3.0
1198, ,1,11,1,neutral,3.3
1199,接,2,11,1,neutral,0.0
1199,下,2,11,1,neutral,0.3
1199,来,1,11,1,neutral,0.6
1199,我,2,11,1,neutral,0.9
1199,们,3,11,1,neutral,1.2
1199,看,1,11,1,neutral,1.5
1199, ,1,11,1,neutral,1.8
1200,欢,4,12,2,positive,0.0
1200,迎,5,12,1,positive,0.3
1200,来,3,12,1,positive,0.6
1200,到,5,10,1,positive,0.9
1200,直,5,11,2,positive,1.2
1200,播,4,10,1,positive,1.5
1200,间,3,10,1,positive,1.8
1200,，,4,10,2,positive,2.1
1200,接,4,12,1,positive,2.4
1200,下,4,10,2,positive,2.7
1200,来,3,12,2,positive,3.0
1200,我,5,12,1,positive,3.3
1200,们,3,10,2,positive,3.6
1200,看,4,12,1,positive,3.9
1200, ,1,11,1,neutral,4.2
1201,真,4,3,4,surprise,0.0
1201,的,5,5,4,surprise,0.3
1201,吗,5,2,4,surprise,0.6
1201,，,5,1,4,surprise,0.9
1201,准,5,2,4,surprise,1.2
1201,备,5,4,4,surprise,1.5
1201,好,4,2,4,surprise,1.8
1201,了,5,4,4,surprise,2.1
1201,吗,5,4,4,surprise,2.4
1201, ,1,11,1,neutral,2.7
1202,太,4,12,1,positive,0.0
1202,棒,5,10,1,positive,0.3
1202,了,5,12,1,positive,0.6
1202, ,1,11,1,neutral,0.9
1203,今,3,10,1,positive,0.0
1203,天,4,12,2,positive,0.3
1203,心,5,12,1,positive,0.6
1203,情,3,10,1,positive,0.9
1203,很,4,11,2,positive,1.2
1203,好,3,10,2,positive,1.5
1203,，,5,10,2,positive,1.8
1203,机,4,12,2,positive,2.1
1203,器,4,11,2,positive,2.4
1203,人,3,12,1,positive,2.7
1203,正,5,12,1,positive,3.0
1203,在,4,10,1,positive,3.3
1203,运,4,12,1,positive,3.6
1203,行,5,10,2,positive,3.9
1203, ,1,11,1,neutral,4.2
1204,快,5,1,4,surprise,0.0
1204,看,4,3,4,surprise,0.3
1204, ,1,11,1,neutral,0.6
1205,准,3,10,1,neutral,0.0
1205,备,1,10,1,neutral,0.3
1205,好,1,11,1,neutral,0.6
1205,了,3,11,1,neutral,0.9
1205,吗,3,11,1,neutral,1.2
1205, ,1,11,1,neutral,1.5
1206,有,1,16,2,negative,0.0
1206,点,1,18,2,negative,0.3
1206,难,2,19,3,negative,0.6
1206,过,1,20,2,negative,0.9
1206, ,1,11,1,neutral,1.2
1207,请,1,21,3,negative,0.0
1207,不,1,17,3,negative,0.3
1207,要,2,20,2,negative,0.6
1207,这,1,20,2,negative,0.9
1207,样,1,16,3,negative,1.2
1207, ,1,11,1,neutral,1.5
1208,欢,4,10,2,positive,0.0
1208,迎,4,11,1,positive,0.3
1208,来,4,12,1,positive,0.6
1208,到,3,12,1,positive,0.9
1208,直,5,12,2,positive,1.2
1208,播,4,12,1,positive,1.5
1208,间,5,10,2,positive,1.8
1208, ,1,11,1,neutral,2.1
1209,谢,5,12,1,positive,0.0
1209,谢,3,10,1,positive,0.3
1209,大,3,11,1,positive,0.6
1209,家,3,11,2,positive,0.9
1209,的,4,11,2,positive,1.2
1209,支,3,12,1,positive,1.5
1209,持,3,11,2,positive,1.8
1209,，,5,12,2,positive,2.1
1209,机,3,11,1,positive,2.4
1209,器,4,11,1,positive,2.7
1209,人,4,10,1,positive,3.0
1209,正,3,10,2,positive,3.3
1209,在,4,12,1,positive,3.6
1209,运,4,10,1,positive,3.9
1209,行,5,13,1,positive,4.2
1209, ,1,11,1,neutral,4.5
1210,哇,5,5,4,surprise,0.0
1210,，,4,1,4,surprise,0.3
1210,机,5,1,4,surprise,0.6
1210,器,4,2,4,surprise,0.9
1210,人,5,3,4,surprise,1.2
1210,正,4,4,4,surprise,1.5
1210,在,5,3,4,surprise,1.8
1210,运,4,3,4,surprise,2.1
1210,行,4,5,4,surprise,2.4
1210, ,1,11,1,neutral,2.7
1211,请,1,20,2,negative,0.0
1211,不,2,16,2,negative,0.3
1211,要,2,19,3,negative,0.6
1211,这,2,17,3,negative,0.9
1211,样,2,18,2,negative,1.2
1211, ,1,11,1,neutral,1.5
1212,天,4,4,4,surprise,0.0
1212,哪,5,5,4,surprise,0.3
1212, ,1,11,1,neutral,0.6
1213,有,1,18,3,negative,0.0
1213,点,1,16,2,negative,0.3
1213,难,1,19,3,negative,0.6
1213,过,1,19,2,negative,0.9
1213, ,1,11,1,neutral,1.2
1214,天,5,5,4,surprise,0.0
1214,哪,5,4,4,surprise,0.3
1214, ,1,11,1,neutral,0.6
1215,有,2,21,2,negative,0.0
1215,点,2,18,2,negative,0.3
1215,难,1,19,2,negative,0.6
1215,过,2,20,3,negative,0.9
1215,，,2,17,2,negative,1.2
1215,机,1,16,3,negative,1.5
1215,器,1,19,2,negative,1.8
1215,人,1,17,3,negative,2.1
1215,正,2,19,3,negative,2.4
1215,在,2,18,2,negative,2.7
1215,运,2,20,2,negative,3.0
1215,行,2,20,2,negative,3.3
1215, ,1,11,1,neutral,3.6
1216,好,3,11,1,neutral,0.0
1216,的,3,11,1,neutral,0.3
1216,，,2,11,1,neutral,0.6
1216,好,1,11,1,neutral,0.9
1216,的,1,11,1,neutral,1.2
1216, ,1,11,1,neutral,1.5
1217,这,2,11,1,neutral,0.0
1217,是,2,11,1,neutral,0.3
1217,一,3,11,1,neutral,0.6
1217,段,3,11,1,neutral,0.9
1217,测,2,11,1,neutral,1.2
1217,试,3,11,1,neutral,1.5
1217, ,1,11,1,neutral,1.8
1218,机,2,11,1,neutral,0.0
1218,器,1,11,1,neutral,0.3
1218,人,3,11,1,neutral,0.6
1218,正,3,11,1,neutral,0.9
1218,在,1,11,1,neutral,1.2
1218,运,2,11,1,neutral,1.5
1218,行,3,11,1,neutral,1.8
1218, ,1,11,1,neutral,2.1
1219,情,1,19,3,negative,0.0
1219,况,1,18,2,negative,0.3
1219,不,2,17,2,negative,0.6
1219,太,2,18,3,negative,0.9
1219,好,1,20,2,negative,1.2
1219,，,2,17,3,negative,1.5
1219,接,2,17,3,negative,1.8
1219,下,2,18,3,negative,2.1
1219,来,2,16,3,negative,2.4
1219,我,1,21,3,negative,2.7
1219,们,1,20,3,negative,3.0
1219,看,1,17,2,negative,3.3
1219, ,1,11,1,neutral,3.6
1220,哇,4,3,4,surprise,0.0
1220, ,1,11,1,neutral,0.3
1221,快,4,4,4,surprise,0.0
1221,看,4,5,4,surprise,0.3
1221, ,1,11,1,neutral,0.6
1222,请,1,20,2,negative,0.0
1222,不,2,17,2,negative,0.3
1222,要,2,21,2,negative,0.6
1222,这,2,20,3,negative,0.9
1222,样,2,20,3,negative,1.2
1222, ,1,11,1,neutral,1.5
1223,真,5,3,4,surprise,0.0
1223,的,5,1,4,surprise,0.3
1223,吗,4,5,4,surprise,0.6
1223,，,4,1,4,surprise,0.9
1223,好,5,4,4,surprise,1.2
1223,的,4,3,4,surprise,1.5
1223, ,1,11,1,neutral,1.8
1224,哇,4,1,4,surprise,0.0
1224, ,1,11,1,neutral,0.3
1225,这,3,11,1,neutral,0.0
1225,是,3,11,1,neutral,0.3
1225,一,3,10,1,neutral,0.6
1225,段,3,11,1,neutral,0.9
1225,测,1,11,1,neutral,1.2
1225,试,1,11,1,neutral,1.5
1225, ,1,11,1,neutral,1.8
1226,今,4,12,2,positive,0.0
1226,天,3,10,2,positive,0.3
1226,心,3,10,1,positive,0.6
1226,情,3,12,1,positive,0.9
1226,很,5,10,1,positive,1.2
1226,好,5,11,1,positive,1.5
1226,，,5,12,1,positive,1.8
1226,机,5,10,2,positive,2.1
1226,器,4,12,2,positive,2.4
1226,人,3,12,1,positive,2.7
1226,正,3,10,2,positive,3.0
1226,在,3,10,2,positive,3.3
1226,运,3,12,2,positive,3.6
1226,行,5,10,2,positive,3.9
1226, ,1,11,1,neutral,4.2
1227,这,1,11,1,neutral,0.0
1227,是,3,11,1,neutral,0.3
1227,一,2,11,1,neutral,0.6
1227,段,3,11,1,neutral,0.9
1227,测,2,11,1,neutral,1.2
1227,试,2,11,1,neutral,1.5
1227, ,1,11,1,neutral,1.8
1228,这,3,11,1,neutral,0.0
1228,是,2,11,1,neutral,0.3
1228,一,3,11,1,neutral,0.6
1228,段,3,11,1,neutral,0.9
1228,测,2,11,1,neutral,1.2
1228,试,1,11,1,neutral,1.5
1228, ,1,11,1,neutral,1.8
1229,谢,5,10,2,positive,0.0
1229,谢,5,12,1,positive,0.3
1229,大,4,11,1,positive,0.6
1229,家,5,10,2,positive,0.9
1229,的,5,10,1,positive,1.2
1229,支,5,10,2,positive,1.5
1229,持,3,11,1,positive,1.8
1229, ,1,11,1,neutral,2.1
1230,情,2,19,2,negative,0.0
1230,况,2,16,2,negative,0.3
1230,不,2,18,2,negative,0.6
1230,太,2,17,3,negative,0.9
1230,好,1,19,2,negative,1.2
1230, ,1,11,1,neutral,1.5
1231,今,5,9,1,positive,0.0
1231,天,5,11,1,positive,0.3
1231,心,3,11,1,positive,0.6
1231,情,4,12,1,positive,0.9
1231,很,3,12,2,positive,1.2
1231,好,3,9,1,positive,1.5
1231,，,5,10,2,positive,1.8
1231,机,5,11,2,positive,2.1
1231,器,4,11,1,positive,2.4
1231,人,5,11,2,positive,2.7
1231,正,3,12,2,positive,3.0
1231,在,5,10,1,positive,3.3
1231,运,3,10,1,positive,3.6
1231,行,4,9,2,positive,3.9
1231, ,1,11,1,neutral,4.2
1232,请,2,20,3,negative,0.0
1232,不,1,20,3,negative,0.3
1232,要,2,18,3,negative,0.6
1232,这,2,18,3,negative,0.9
1232,样,2,17,3,negative,1.2
1232, ,1,11,1,neutral,1.5
1233,接,2,11,1,neutral,0.0
1233,下,2,11,1,neutral,0.3
1233,来,1,11,1,neutral,0.6
1233,我,2,11,1,neutral,0.9
1233,们,2,11,1,neutral,1.2
1233,看,3,11,1,neutral,1.5
1233, ,1,11,1,neutral,1.8
1234,真,5,5,4,surprise,0.0
1234,的,4,1,4,surprise,0.3
1234,吗,4,2,4,surprise,0.6
1234, ,1,11,1,neutral,0.9
1235,太,4,11,2,positive,0.0
1235,棒,4,10,1,positive,0.3
1235,了,4,10,2,positive,0.6
1235,，,5,11,1,positive,0.9
1235,这,5,10,2,positive,1.2
1235,是,4,11,1,positive,1.5
1235,一,3,11,2,positive,1.8
1235,段,3,12,2,positive,2.1
1235,测,3,12,1,positive,2.4
1235,试,5,11,1,positive,2.7
1235, ,1,11,1,neutral,3.0
1236,唉,1,20,2,negative,0.0
1236, ,1,11,1,neutral,0.3
1237,欢,3,10,2,positive,0.0
1237,迎,3,12,1,positive,0.3
1237,来,3,11,2,positive,0.6
1237,到,3,11,2,positive,0.9
1237,直,5,10,1,positive,1.2
1237,播,5,10,1,positive,1.5
1237,间,3,11,1,positive,1.8
1237, ,1,11,1,neutral,2.1
1238,你,4,10,1,positive,0.0
1238,好,3,10,1,positive,0.3
1238, ,1,11,1,neutral,0.6
1239,快,5,1,4,surprise,0.0
1239,看,5,3,4,surprise,0.3
1239,，,5,4,4,surprise,0.6
1239,好,4,5,4,surprise,0.9
1239,的,5,5,4,surprise,1.2
1239, ,1,11,1,neutral,1.5
1240,谢,3,9,2,positive,0.0
1240,谢,5,12,2,positive,0.3
1240,大,4,10,1,positive,0.6
1240,家,5,11,2,positive,0.9
1240,的,5,10,2,positive,1.2
1240,支,5,11,1,positive,1.5
1240,持,4,12,2,positive,1.8
1240, ,1,11,1,neutral,2.1
1241,好,1,11,1,neutral,0.0
1241,的,3,11,1,neutral,0.3
1241, ,1,11,1,neutral,0.6
1242,机,2,11,1,neutral,0.0
1242,器,1,11,1,neutral,0.3
1242,人,1,11,1,neutral,0.6
1242,正,2,11,1,neutral,0.9
1242,在,3,11,1,neutral,1.2
1242,运,3,11,1,neutral,1.5
1242,行,3,11,1,neutral,1.8
1242,，,3,11,1,neutral,2.1
1242,机,3,11,1,neutral,2.4
1242,器,3,11,1,neutral,2.7
1242,人,1,10,1,neutral,3.0
1242,正,3,11,1,neutral,3.3
1242,在,2,11,1,neutral,3.6
1242,运,1,11,1,neutral,3.9
1242,行,1,11,1,neutral,4.2
1242, ,1,11,1,neutral,4.5
1243,机,1,11,1,neutral,0.0
1243,器,2,11,1,neutral,0.3
1243,人,2,11,1,neutral,0.6
1243,正,3,11,1,neutral,0.9
1243,在,3,11,1,neutral,1.2
1243,运,3,11,1,neutral,1.5
1243,行,1,12,1,neutral,1.8
1243,，,2,11,1,neutral,2.1
1243,准,1,11,1,neutral,2.4
1243,备,1,11,1,neutral,2.7
1243,好,3,11,1,neutral,3.0
1243,了,1,10,1,neutral,3.3
1243,吗,2,11,1,neutral,3.6
1243, ,1,11,1,neutral,3.9
1244,情,2,17,3,negative,0.0
1244,况,2,17,2,negative,0.3
1244,不,2,19,2,negative,0.6
1244,太,1,17,3,negative,0.9
1244,好,1,18,2,negative,1.2
1244,，,1,17,3,negative,1.5
1244,好,2,18,2,negative,1.8
1244,的,1,16,2,negative,2.1
1244, ,1,11,1,neutral,2.4
1245,你,3,11,1,positive,0.0
1245,好,5,11,1,positive,0.3
1245,，,4,11,2,positive,0.6
1245,机,4,12,2,positive,0.9
1245,器,3,11,2,positive,1.2
1245,人,4,10,1,positive,1.5
1245,正,3,11,2,positive,1.8
1245,在,4,11,2,positive,2.1
1245,运,5,12,1,positive,2.4
1245,行,4,12,1,positive,2.7
1245, ,1,11,1,neutral,3.0
1246,接,1,11,1,neutral,0.0
1246,下,1,10,1,neutral,0.3
1246,来,1,11,1,neutral,0.6
1246,我,2,11,1,neutral,0.9
1246,们,3,11,1,neutral,1.2
1246,看,2,11,1,neutral,1.5
1246, ,1,11,1,neutral,1.8
1247,机,2,11,1,neutral,0.0
1247,器,2,11,1,neutral,0.3
1247,人,2,12,1,neutral,0.6
1247,正,2,11,1,neutral,0.9
1247,在,2,11,1,neutral,1.2
1247,运,3,12,1,neutral,1.5
1247,行,1,10,1,neutral,1.8
1247, ,1,11,1,neutral,2.1
1248,这,3,11,1,neutral,0.0
1248,是,1,11,1,neutral,0.3
1248,一,2,11,1,neutral,0.6
1248,段,1,11,1,neutral,0.9
1248,测,2,11,1,neutral,1.2
1248,试,3,11,1,neutral,1.5
1248,，,2,11,1,neutral,1.8
1248,好,2,11,1,neutral,2.1
1248,的,1,11,1,neutral,2.4
1248, ,1,11,1,neutral,2.7
1249,哇,5,4,4,surprise,0.0
1249, ,1,11,1,neutral,0.3
1250,对,2,20,3,negative,0.0
1250,不,2,17,3,negative,0.3
1250,起,2,16,3,negative,0.6
1250,，,2,21,3,negative,0.9
1250,接,2,17,2,negative,1.2
1250,下,1,18,3,negative,1.5
1250,来,1,18,2,negative,1.8
1250,我,2,18,3,negative,2.1
1250,们,2,20,2,negative,2.4
1250,看,1,17,2,negative,2.7
1250, ,1,11,1,neutral,3.0
1251,准,2,11,1,neutral,0.0
1251,备,3,11,1,neutral,0.3
1251,好,1,11,1,neutral,0.6
1251,了,2,11,1,neutral,0.9
1251,吗,3,11,1,neutral,1.2
1251,，,2,11,1,neutral,1.5
1251,机,3,11,1,neutral,1.8
1251,器,3,11,1,neutral,2.1
1251,人,3,12,1,neutral,2.4
1251,正,2,11,1,neutral,2.7
1251,在,1,11,1,neutral,3.0
1251,运,2,11,1,neutral,3.3
1251,行,2,11,1,neutral,3.6
1251, ,1,11,1,neutral,3.9
1252,欢,3,11,2,positive,0.0
1252,迎,4,12,2,positive,0.3
1252,来,3,10,1,positive,0.6
1252,到,5,10,1,positive,0.9
1252,直,5,10,2,positive,1.2
1252,播,5,10,2,positive,1.5
1252,间,3,11,1,positive,1.8
1252,，,3,10,2,positive,2.1
1252,机,4,10,1,positive,2.4
1252,器,3,11,2,positive,2.7
1252,人,5,11,1,positive,3.0
1252,正,3,11,1,positive,3.3
1252,在,4,10,1,positive,3.6
1252,运,5,11,1,positive,3.9
1252,行,4,10,1,positive,4.2
1252, ,1,11,1,neutral,4.5
1253,好,3,11,1,neutral,0.0
1253,的,1,11,1,neutral,0.3
1253, ,1,11,1,neutral,0.6
1254,真,4,5,4,surprise,0.0
1254,的,4,2,4,surprise,0.3
1254,吗,4,3,4,surprise,0.6
1254, ,1,11,1,neutral,0.9
1255,请,2,21,3,negative,0.0
1255,不,1,19,3,negative,0.3
1255,要,1,20,3,negative,0.6
1255,这,1,16,2,negative,0.9
1255,样,1,21,2,negative,1.2
1255, ,1,11,1,neutral,1.5
1256,情,1,20,2,negative,0.0
1256,况,2,17,2,negative,0.3
1256,不,2,20,2,negative,0.6
1256,太,2,17,2,negative,0.9
1256,好,2,21,3,negative,1.2
1256, ,1,11,1,neutral,1.5
1257,快,5,4,4,surprise,0.0
1257,看,4,1,4,surprise,0.3
1257, ,1,11,1,neutral,0.6
1258,这,2,11,1,neutral,0.0
1258,是,1,11,1,neutral,0.3
1258,一,1,11,1,neutral,0.6
1258,段,3,11,1,neutral,0.9
1258,测,2,11,1,neutral,1.2
1258,试,2,10,1,neutral,1.5
1258, ,1,11,1,neutral,1.8
1259,情,2,21,3,negative,0.0
1259,况,2,18,2,negative,0.3
1259,不,1,18,3,negative,0.6
1259,太,1,18,2,negative,0.9
1259,好,1,18,3,negative,1.2
1259, ,1,11,1,neutral,1.5
1260,请,2,19,2,negative,0.0
1260,不,2,18,2,negative,0.3
1260,要,2,18,2,negative,0.6
1260,这,1,18,2,negative,0.9
1260,样,1,19,2,negative,1.2
1260, ,1,11,1,neutral,1.5
1261,请,1,17,2,negative,0.0
1261,不,2,20,3,negative,0.3
1261,要,1,16,3,negative,0.6
1261,这,1,20,2,negative,0.9
1261,样,1,19,2,negative,1.2
1261, ,1,11,1,neutral,1.5
1262,谢,3,11,1,positive,0.0
1262,谢,3,11,2,positive,0.3
1262,大,5,11,1,positive,0.6
1262,家,4,12,1,positive,0.9
1262,的,3,10,1,positive,1.2
1262,支,5,12,2,positive,1.5
1262,持,5,10,1,positive,1.8
1262, ,1,11,1,neutral,2.1
1263,欢,5,11,2,positive,0.0
1263,迎,3,10,1,positive,0.3
1263,来,3,12,2,positive,0.6
1263,到,3,10,1,positive,0.9
1263,直,4,12,2,positive,1.2
1263,播,3,12,1,positive,1.5
1263,间,4,12,1,positive,1.8
1263,，,3,11,1,positive,2.1
1263,好,4,11,1,positive,2.4
1263,的,5,10,1,positive,2.7
1263, ,1,11,1,neutral,3.0
1264,快,5,4,4,surprise,0.0
1264,看,5,3,4,surprise,0.3
1264, ,1,11,1,neutral,0.6
1265,好,3,12,1,neutral,0.0
1265,的,3,11,1,neutral,0.3
1265, ,1,11,1,neutral,0.6
1266,真,4,3,4,surprise,0.0
1266,的,5,4,4,surprise,0.3
1266,吗,4,1,4,surprise,0.6
1266, ,1,11,1,neutral,0.9
1267,好,3,11,1,neutral,0.0
1267,的,1,11,1,neutral,0.3
1267, ,1,11,1,neutral,0.6
1268,今,4,12,1,positive,0.0
1268,天,5,10,2,positive,0.3
1268,心,4,12,1,positive,0.6
1268,情,3,11,2,positive,0.9
1268,很,3,11,2,positive,1.2
1268,好,3,12,1,positive,1.5
1268, ,1,11,1,neutral,1.8
1269,真,4,3,4,surprise,0.0
1269,的,5,2,4,surprise,0.3
1269,吗,4,2,4,surprise,0.6
1269,，,5,2,4,surprise,0.9
1269,机,4,2,4,surprise,1.2
1269,器,5,2,4,surprise,1.5
1269,人,5,1,4,surprise,1.8
1269,正,5,4,4,surprise,2.1
1269,在,4,1,4,surprise,2.4
1269,运,5,2,4,surprise,2.7
1269,行,5,2,4,surprise,3.0
1269, ,1,11,1,neutral,3.3
1270,有,2,19,3,negative,0.0
1270,点,2,18,2,negative,0.3
1270,难,2,17,2,negative,0.6
1270,过,1,20,2,negative,0.9
1270, ,1,11,1,neutral,1.2
1271,谢,4,12,1,positive,0.0
1271,谢,3,13,2,positive,0.3
1271,大,4,11,1,positive,0.6
1271,家,5,10,2,positive,0.9
1271,的,5,12,2,positive,1.2
1271,支,3,10,1,positive,1.5
1271,持,3,12,1,positive,1.8
1271, ,1,11,1,neutral,2.1
1272,不,4,5,4,surprise,0.0
1272,可,5,1,4,surprise,0.3
1272,思,5,5,4,surprise,0.6
1272,议,4,1,4,surprise,0.9
1272, ,1,11,1,neutral,1.2
1273,机,1,11,1,neutral,0.0
1273,器,2,11,1,neutral,0.3
1273,人,3,11,1,neutral,0.6
1273,正,2,11,1,neutral,0.9
1273,在,1,10,1,neutral,1.2
1273,运,3,12,1,neutral,1.5
1273,行,2,11,1,neutral,1.8
1273, ,1,11,1,neutral,2.1
1274,不,4,3,4,surprise,0.0
1274,可,4,4,4,surprise,0.3
1274,思,4,4,4,surprise,0.6
1274,议,4,4,4,surprise,0.9
1274, ,1,11,1,neutral,1.2
1275,快,5,1,4,surprise,0.0
1275,看,4,5,4,surprise,0.3
1275,，,5,3,4,surprise,0.6
1275,准,4,4,4,surprise,0.9
1275,备,4,1,4,surprise,1.2
1275,好,5,5,4,surprise,1.5
1275,了,5,2,4,surprise,1.8
1275,吗,4,4,4,surprise,2.1
1275, ,1,11,1,neutral,2.4
1276,你,5,12,1,positive,0.0
1276,好,4,11,1,positive,0.3
1276,，,4,11,1,positive,0.6
1276,机,3,11,1,positive,0.9
1276,器,4,12,2,positive,1.2
1276,人,3,12,2,positive,1.5
1276,正,3,10,2,positive,1.8
1276,在,4,9,1,positive,2.1
1276,运,4,10,1,positive,2.4
1276,行,5,12,1,positive,2.7
1276, ,1,11,1,neutral,3.0
1277,今,4,12,1,positive,0.0
1277,天,5,12,1,positive,0.3
1277,心,4,10,2,positive,0.6
1277,情,4,10,2,positive,0.9
1277,很,5,11,2,positive,1.2
1277,好,3,11,2,positive,1.5
1277, ,1,11,1,neutral,1.8
1278,欢,5,11,2,positive,0.0
1278,迎,3,11,2,positive,0.3
1278,来,3,10,1,positive,0.6
1278,到,3,11,1,positive,0.9
1278,直,4,12,1,positive,1.2
1278,播,4,10,1,positive,1.5
1278,间,3,11,2,positive,1.8
1278, ,1,11,1,neutral,2.1
1279,唉,2,20,2,negative,0.0
1279, ,1,11,1,neutral,0.3
1280,对,2,16,3,negative,0.0
1280,不,2,18,3,negative,0.3
1280,起,2,20,3,negative,0.6
1280,，,2,20,3,negative,0.9
1280,准,2,17,3,negative,1.2
1280,备,1,16,3,negative,1.5
1280,好,1,16,3,negative,1.8
1280,了,2,19,3,negative,2.1
1280,吗,2,17,3,negative,2.4
1280, ,1,11,1,neutral,2.7
1281,好,1,11,1,neutral,0.0
1281,的,3,11,1,neutral,0.3
1281, ,1,11,1,neutral,0.6
1282,准,2,11,1,neutral,0.0
1282,备,2,11,1,neutral,0.3
1282,好,1,11,1,neutral,0.6
1282,了,2,11,1,neutral,0.9
1282,吗,2,11,1,neutral,1.2
1282,，,2,11,1,neutral,1.5
1282,准,1,11,1,neutral,1.8
1282,备,3,11,1,neutral,2.1
1282,好,1,11,1,neutral,2.4
1282,了,2,11,1,neutral,2.7
1282,吗,3,11,1,neutral,3.0
1282, ,1,11,1,neutral,3.3
1283,谢,3,10,1,positive,0.0
1283,谢,5,12,2,positive,0.3
1283,大,5,10,1,positive,0.6
1283,家,5,12,2,positive,0.9
1283,的,3,11,1,positive,1.2
1283,支,5,11,2,positive,1.5
1283,持,5,10,2,positive,1.8
1283, ,1,11,1,neutral,2.1
1284,哇,4,5,4,surprise,0.0
1284, ,1,11,1,neutral,0.3
1285,哇,5,3,4,surprise,0.0
1285, ,1,11,1,neutral,0.3
1286,好,1,11,1,neutral,0.0
1286,的,1,11,1,neutral,0.3
1286, ,1,11,1,neutral,0.6
1287,今,4,12,1,positive,0.0
1287,天,3,10,2,positive,0.3
1287,心,3,10,2,positive,0.6
1287,情,3,10,2,positive,0.9
1287,很,5,10,2,positive,1.2
1287,好,3,12,1,positive,1.5
1287,，,4,11,1,positive,1.8
1287,机,4,10,2,positive,2.1
1287,器,3,10,1,positive,2.4
1287,人,4,11,1,positive,2.7
1287,正,5,10,1,positive,3.0
1287,在,4,12,2,positive,3.3
1287,运,4,11,1,positive,3.6
1287,行,3,12,2,positive,3.9
1287, ,1,11,1,neutral,4.2
1288,对,2,17,2,negative,0.0
1288,不,2,16,2,negative,0.3
1288,起,1,18,2,negative,0.6
1288, ,1,11,1,neutral,0.9
1289,今,5,11,1,positive,0.0
1289,天,4,10,2,positive,0.3
1289,心,3,12,2,positive,0.6
1289,情,5,12,1,positive,0.9
1289,很,4,12,1,positive,1.2
1289,好,4,12,2,positive,1.5
1289, ,1,11,1,neutral,1.8
1290,天,4,1,4,surprise,0.0
1290,哪,5,2,4,surprise,0.3
1290,，,5,5,4,surprise,0.6
1290,准,4,4,4,surprise,0.9
1290,备,5,1,4,surprise,1.2
1290,好,5,4,4,surprise,1.5
1290,了,5,5,4,surprise,1.8
1290,吗,4,1,4,surprise,2.1
1290, ,1,11,1,neutral,2.4
1291,今,4,10,2,positive,0.0
1291,天,3,10,2,positive,0.3
1291,心,5,10,1,positive,0.6
